2025-03-13 08:58:33 | Tracking: 1Z87FE369090306687 | SKU: 840168713585 | Label: C:/Users/Justin/Documents/Labels\PC LRG No Battery_NEONGRNV1_label_840168713585.png
2025-03-13 09:27:55 | Tracking: 54165 | SKU: 810194033414 | Label: C:/Users/Justin/Documents/Labels\PC CAR No Battery_WHTV1_label_810194033414.png
2025-03-13 09:51:46 | Tracking: 1Z87FE369093651969 | SKU: 810194033414 | Label: C:/Users/Justin/Documents/Labels\PC CAR No Battery_WHTV1_label_810194033414.png
2025-03-13 09:54:15 | Tracking: 1Z87FE369093651969 | SKU: 810194033414 | Label: C:/Users/Justin/Documents/Labels\PC CAR No Battery_WHTV1_label_810194033414.png
2025-03-14 14:39:31 | Tracking: B-135-3PL | SKU: 840168718740 | Label: C:/Users/Justin/Documents/Labels\Carry-On 2.0 No Battery_MOLVGV1_label_840168718740.png
2025-03-14 14:46:32 | Tracking: B-133-3PL | SKU: 840168718740 | Label: C:/Users/Justin/Documents/Labels\Carry-On 2.0 No Battery_MOLVGV1_label_840168718740.png
2025-03-14 15:29:53 | Tracking: M-193-3PL-01-D5 | SKU: 840168713158 | Label: C:/Users/Justin/Documents/Labels\Everywhere Sling_BLKV1Standard_label_840168713158.png
2025-03-14 15:41:256 | Tracking: B-133-3PL5 | SKU: 840168713158 | Label: C:/Users/Justin/Documents/Labels\Everywhere Sling_BLKV1Standard_label_840168713158.png
2025-03-17 08:38:55 | Tracking: 1Z87FE369098940825 | SKU: 840168720156 | Label: C:/Users/Justin/Documents/Labels\Outdoor Backpack 26L_GRNV126L_label_840168720156.png
2025-03-17 08:48:18 | Tracking: 1Z87FE369097714170 | SKU: 840168722112 | Label: C:/Users/Justin/Documents/Labels\Mini Crossbody_LGRNV1Standard_label_840168722112.png
2025-03-17 08:57:32 | Tracking: 1Z87FE369096552178 | SKU: 840168714896 | Label: C:/Users/Justin/Documents/Labels\Quilted Everywhere Crossbody_DGRNV1Standard_label_840168714896.png
2025-03-17 09:01:11 | Tracking: 1Z87FE369091554532 | SKU: 840168722686 | Label: C:/Users/Justin/Documents/Labels\Train Case_SLVV1Standard_label_840168722686.png
2025-03-17 09:07:38 | Tracking: 1Z87FE369093245201 | SKU: 840168717699 | Label: C:/Users/Justin/Documents/Labels\Cosmetics Bag_MBLUV1Standard_label_840168717699.png
2025-03-17 09:14:13 | Tracking: 1Z87FE369093043545 | SKU: 840168710003 | Label: C:/Users/Justin/Documents/Labels\Everywhere Bag_MBLUV1Standard_label_840168710003.png
2025-03-17 09:24:41 | Tracking: 1Z87FE369095494797 | SKU: 840168717613 | Label: C:/Users/Justin/Documents/Labels\Weekender_SLTV1Large_label_840168717613.png
2025-03-17 09:33:50 | Tracking: 1Z87FE369091871770 | SKU: 840168710003 | Label: C:/Users/Justin/Documents/Labels\Everywhere Bag_MBLUV1Standard_label_840168710003.png
2025-03-17 09:46:03 | Tracking: 1Z87FE369093426917 | SKU: 840168717668 | Label: C:/Users/Justin/Documents/Labels\Everywhere Tote_SLTV1Standard_label_840168717668.png
2025-03-17 09:51:06 | Tracking: 1Z87FE369090532521 | SKU: 840168721092 | Label: C:/Users/Justin/Documents/Labels\Featherlight Large Backpack_ABWNV1Large_label_840168721092.png
2025-03-17 10:04:01 | Tracking: 1Z87FE369091926112 | SKU: 840168709175 | Label: C:/Users/Justin/Documents/Labels\PC Flex LRG No Battery_BLKV1_label_840168709175.png
2025-03-17 10:12:10 | Tracking: 1Z87FE369094274160 | SKU: 864851000288 | Label: C:/Users/Justin/Documents/Labels\PC LRG No Battery_BLKV1_label_864851000288.png
2025-03-17 10:18:27 | Tracking: 1Z87FE369094471661 | SKU: 864851000264 | Label: C:/Users/Justin/Documents/Labels\PC MED No Battery_GRNV1_label_864851000264.png
2025-03-17 10:29:23 | Tracking: 1Z87FE369094536127 | SKU: 840168720934 | Label: C:/Users/Justin/Documents/Labels\Featherlight Large Backpack_SLTV1Large_label_840168720934.png
2025-03-17 10:29:23 | Tracking: 1Z87FE369094536127 | SKU: 840168720934 | Label: C:/Users/Justin/Documents/Labels\Featherlight Large Backpack_SLTV1Large_label_840168720934.png
2025-03-17 10:41:14 | Tracking: 1Z87FE369095562034 | SKU: 840168723904 | Label: C:/Users/Justin/Documents/Labels\Featherlight Weekender_ABWNV1Standard_label_840168723904.png
2025-03-17 10:49:51 | Tracking: 1Z87FE369097672386 | SKU: 840168709427 | Label: C:/Users/Justin/Documents/Labels\Weekender_NVYV1Large_label_840168709427.png
2025-03-17 10:58:42 | Tracking: 1Z87FE369090802239 | SKU: 840168721214 | Label: C:/Users/Justin/Documents/Labels\Cosmetics Bag_CPNKV1Standard_label_840168721214.png
2025-03-17 11:04:04 | Tracking: 1Z87FE369099360352 | SKU: 840168720330 | Label: C:/Users/Justin/Documents/Labels\Bigger Carry-On Flex No Battery_MNVYV1_label_840168720330.png
2025-03-17 11:16:16 | Tracking: 1Z87FE369096109424 | SKU: 840168705894 | Label: C:/Users/Justin/Documents/Labels\Weekender_BLKV1Large_label_840168705894.png
2025-03-17 11:21:03 | Tracking: 1Z87FE369096604755 | SKU: 858241007735 | Label: C:/Users/Justin/Documents/Labels\PC BCO Battery_PNKV1_label_858241007735.png
2025-03-17 11:30:16 | Tracking: 1Z87FE369093877029 | SKU: 850496007003 | Label: C:/Users/Justin/Documents/Labels\PC LRG No Battery_BRICKV1_label_850496007003.png
2025-03-17 11:36:06 | Tracking: 1Z87FE369099977295 | SKU: 840168709199 | Label: C:/Users/Justin/Documents/Labels\PC Flex LRG No Battery_MBLUV1_label_840168709199.png
2025-03-19 13:41:49 | Tracking: 1Z87FE369093775157 | SKU: 864851000264 | Label: C:/Users/Justin/Documents/Labels\PC MED No Battery_GRNV1_label_864851000264.png
2025-03-19 14:38:26 | Tracking: 1Z87FE369099199402 | SKU: 840168723270 | Label: C:/Users/Justin/Documents/Labels\Plastic Poolside Tote_PDRFV1Standard_label_840168723270.png
2025-03-19 14:54:36 | Tracking: 1Z87FE369095276844 | SKU: 810194030581 | Label: C:/Users/Justin/Documents/Labels\PC FP BCO Battery_BLKV1_label_810194030581.png
2025-03-19 15:33:23 | Tracking: 1Z87FE369094206555 | SKU: 840168720316 | Label: C:/Users/Justin/Documents/Labels\Bigger Carry-On Flex No Battery_MBLKV1_label_840168720316.png
2025-03-19 15:46:15 | Tracking: 1Z87FE369092842406 | SKU: 840168721139 | Label: C:/Users/Justin/Documents/Labels\Featherlight Small Backpack_ABLUV1Small_label_840168721139.png
2025-03-19 15:53:10 | Tracking: 840168721139 | SKU: 840168721139 | Label: C:/Users/Justin/Documents/Labels\Featherlight Small Backpack_ABLUV1Small_label_840168721139.png
2025-03-19 17:11:59 | Tracking: 1Z87FE369094184392 | SKU: 810031470464 | Label: C:/Users/Justin/Documents/Labels\ALM BCO No Battery_ONYXV1_label_810031470464.png
2025-03-20 12:18:06 | Tracking: 1ZK10H700322949594 | SKU: 840168723973 | Label: C:/Users/Justin/Documents/Labels\Featherlight Super Large Tote_SGRNV1Large_label_840168723973.png
2025-03-20 16:11:33 | Tracking: 000010C0000000578002153 | SKU: 840168719945 | Label: C:/Users/Justin/Documents/Labels\Rolling Duffle_NVYV1_label_840168719945.png
2025-03-21 16:12:13 | Tracking: 1Z87FE369093447547 | SKU: 850496007577 | Label: C:/Users/Justin/Documents/Labels\PC BCO Battery_BLKV1_label_850496007577.png
2025-03-21 16:14:24 | Tracking: 1Z87FE369093447547 | SKU: 850496007577 | Label: C:/Users/Justin/Documents/Labels\PC BCO Battery_BLKV1_label_850496007577.png
2025-03-21 16:42:28 | Tracking: 1Z87FE369098924147 | SKU: 850496007119 | Label: C:/Users/Justin/Documents/Labels\PC LRG No Battery_GRYV1_label_850496007119.png
2025-03-21 16:52:32 | Tracking: 1Z87FE369094343764 | SKU: 840168710386 | Label: C:/Users/Justin/Documents/Labels\PC LRG No Battery_PTLV1_label_840168710386.png
2025-03-21 17:08:26 | Tracking: 1Z87FE369099149662 | SKU: 810031470372 | Label: C:/Users/Justin/Documents/Labels\ALM BCO No Battery_SLVRV1_label_810031470372.png
2025-03-21 17:09:40 | Tracking: 1Z87FE369099149662 | SKU: 810031470372 | Label: C:/Users/Justin/Documents/Labels\ALM BCO No Battery_SLVRV1_label_810031470372.png
2025-03-21 17:10:23 | Tracking: 1Z87FE369099149662 | SKU: 810031470372 | Label: C:/Users/Justin/Documents/Labels\ALM BCO No Battery_SLVRV1_label_810031470372.png
2025-03-24 08:27:11 | Tracking: 1Z87FE369092746234 | SKU: 840168719037 | Label: C:/Users/Justin/Documents/Labels\Large 2.0 No Battery_MMBLUV1_label_840168719037.png
2025-03-24 11:46:42 | Tracking: 1ZK10H590324858843 | SKU: 840168722266 | Label: C:/Users/Justin/Documents/Labels\Front Pocket Carry-On_MBLUV1_label_840168722266.png
2025-03-24 11:54:51 | Tracking: 1ZK10H590308355658 | SKU: 840168720859 | Label: C:/Users/Justin/Documents/Labels\Softside Medium No_LGRYV1_label_840168720859.png
2025-03-24 12:02:19 | Tracking: 1ZK10H590332897330 | SKU: 840168720903 | Label: C:/Users/Justin/Documents/Labels\Softside Large No_CPNKV1_label_840168720903.png
2025-03-24 12:25:58 | Tracking: 1ZK10H590332094760 | SKU: 840168720903 | Label: C:/Users/Justin/Documents/Labels\Softside Large No_CPNKV1_label_840168720903.png
2025-03-24 12:30:06 | Tracking: 1ZK10H590314916843 | SKU: 840168720866 | Label: C:/Users/Justin/Documents/Labels\Softside Medium No_CPNKV1_label_840168720866.png
2025-03-24 12:45:30 | Tracking: 1ZK10H590337571557 | SKU: 840168720903 | Label: C:/Users/Justin/Documents/Labels\Softside Large No_CPNKV1_label_840168720903.png
2025-03-24 13:27:31 | Tracking: 1ZK10H590334187424 | SKU: 840168720897 | Label: C:/Users/Justin/Documents/Labels\Softside Large No_LGRYV1_label_840168720897.png
2025-03-24 13:30:02 | Tracking: 1ZK10H590322893380 | SKU: 840168720880 | Label: C:/Users/Justin/Documents/Labels\Softside Large No_MBLUV1_label_840168720880.png
2025-03-24 13:35:48 | Tracking: 1ZK10H590326212714 | SKU: 840168720859 | Label: C:/Users/Justin/Documents/Labels\Softside Medium No_LGRYV1_label_840168720859.png
2025-03-24 14:47:13 - Tracking=1Z87FE369096593295, SKU=810194038181, Status=Label printed successfully
2025-03-24 14:56:50 - Tracking=1Z87FE369093662055, SKU=864851000240, Status=Label printed successfully
2025-03-24 15:06:50 - Tracking=1Z87FE369096400948, SKU=840168704620, Status=Label printed successfully
2025-03-24 15:10:17 - Tracking=1Z87FE369091009587, SKU=840168718948, Status=Label printed successfully
2025-03-24 16:13:46 - Tracking=1Z87FE369092096679, SKU=840168721504, Status=Label printed successfully
2025-03-24 16:20:39 - Tracking=1Z87FE369092746234, SKU=840168719037, Status=No print - logging only
2025-03-24 16:32:37 - Tracking=1Z87FE369091497014, SKU=840168709984, Status=Label printed successfully
2025-03-24 17:46:43 - Tracking=1ZK10H590333076500, SKU=840168720804, Status=Label printed successfully
2025-03-24 17:53:42 - Tracking=1ZK10H590336661229, SKU=840168720828, Status=Label printed successfully
2025-03-24 17:58:13 - Tracking=1ZK10H590327210232, SKU=840168720767, Status=Label printed successfully
2025-03-24 18:06:36 - Tracking=1ZK10H590339108125, SKU=840168720811, Status=Label printed successfully
2025-03-24 18:07:55 - Tracking=1ZK10H590335836284, SKU=840168720804, Status=Label printed successfully
2025-03-24 18:12:17 - Tracking=1ZK10H590336942087, SKU=840168720774, Status=Label printed successfully
2025-03-24 18:16:58 - Tracking=1ZK10H590321001353, SKU=810194036033, Status=Label printed successfully
2025-03-24 18:20:08 - Tracking=1ZK10H590336187493, SKU=810031470457, Status=Label printed successfully
2025-03-24 18:22:27 - Tracking=1ZK10H590333036642, SKU=840168720828, Status=Label printed successfully
2025-03-24 18:23:55 - Tracking=1ZK10H590333634077, SKU=840168722259, Status=Label printed successfully
2025-03-24 18:31:20 - Tracking=1ZK10H590334291409, SKU=840168720828, Status=Label printed successfully
2025-03-24 18:40:51 - Tracking=1ZK10H590325135541, SKU=840168720811, Status=Label printed successfully
2025-03-24 18:45:34 - Tracking=1ZK10H590330989691, SKU=840168720828, Status=Label printed successfully
2025-03-24 18:48:02 - Tracking=1ZK10H590335918598, SKU=840168720767, Status=Label printed successfully
2025-03-24 18:50:01 - Tracking=1ZK10H590334126258, SKU=840168722273, Status=Label printed successfully
2025-03-24 18:52:11 - Tracking=1ZK10H590333827467, SKU=840168720767, Status=Label printed successfully
2025-03-24 18:54:39 - Tracking=1ZK10H590336816455, SKU=840168720811, Status=Label printed successfully
2025-03-24 18:56:43 - Tracking=1ZK10H590321353616, SKU=840168720767, Status=Label printed successfully
2025-03-24 18:57:29 - Tracking=1ZK10H590327263131, SKU=810194036033, Status=Label printed successfully
2025-03-24 19:01:26 - Tracking=1ZK10H590322446309, SKU=840168720828, Status=Label printed successfully
2025-03-24 19:04:31 - Tracking=1ZK10H590339034517, SKU=810031470457, Status=Label printed successfully
2025-03-24 19:06:46 - Tracking=1ZK10H590338617176, SKU=840168720767, Status=Label printed successfully
2025-03-24 19:08:51 - Tracking=1ZK10H590327740277, SKU=840168720811, Status=Label printed successfully
2025-03-24 19:11:11 - Tracking=1ZK10H590332519186, SKU=840168720774, Status=Label printed successfully
2025-03-24 19:14:42 - Tracking=1ZK10H590323376562, SKU=840168720811, Status=Label printed successfully
2025-03-24 19:17:02 - Tracking=1ZK10H590337465663, SKU=840168720804, Status=Label printed successfully
2025-03-25 08:43:33 - Tracking=1Z87FE369091076719, SKU=840168718856, Status=Label printed successfully
2025-03-26 16:14:57 - Tracking=1Z87FE369090321213, SKU=840168720101, Status=Label printed successfully
2025-03-27 09:13:32 - Tracking=1Z87FE369099124876, SKU=840168705849, Status=Label printed successfully
2025-03-27 09:17:52 - Tracking=1Z87FE369096924132, SKU=840168709205, Status=Label printed successfully
2025-03-27 09:35:14 - Tracking=1Z87FE369099953328, SKU=840168711239, Status=Label printed successfully
2025-03-27 09:46:53 - Tracking=1Z87FE369090928532, SKU=840168723683, Status=Label printed successfully
2025-03-27 16:04:13 - Tracking=1Z87FE369095115062, SKU=840168715343, Status=No print - logging only
2025-03-27 16:17:03 - Tracking=1Z87FE369098608462, SKU=810194033407, Status=Label printed successfully
2025-03-27 16:18:53 - Tracking=1Z87FE369098608462, SKU=810194033407, Status=No print - logging only
2025-03-27 16:18:59 - Tracking=1Z87FE369098608462, SKU=810194033407, Status=No print - logging only
2025-04-07 08:50:43 - Tracking=1Z87FE369092835003, SKU=840168720248, Status=No print - logging only
2025-04-07 08:58:14 - Tracking=1Z975F199000032968, SKU=840168723652, Status=Label printed successfully
2025-04-07 09:08:46 - Tracking=1Z975F199018059479, SKU=840168710997, Status=Label printed successfully
2025-04-07 09:17:29 - Tracking=1Z87FE369090499649, SKU=810194034046, Status=Label printed successfully
2025-04-07 09:29:46 - Tracking=1Z87FE369094081725, SKU=864851000257, Status=Label printed successfully
2025-04-07 09:34:10 - Tracking=1Z975F199023068673, SKU=840168720231, Status=No print - logging only
2025-04-07 09:45:28 - Tracking=1Z87FE369095313008, SKU=810194034022, Status=No print - logging only
2025-04-07 13:58:48 - Tracking=1Z975F199030248492, SKU=840168717675, Status=Label printed successfully
2025-04-07 14:22:14 - Tracking=1Z87FE369096995351, SKU=840168711215, Status=Label printed successfully
2025-04-07 14:36:30 - Tracking=1Z87FE369097264915, SKU=865924000211, Status=Label printed successfully
2025-04-07 14:50:05 - Tracking=1Z975F199005870259, SKU=840168723577, Status=Label printed successfully
2025-04-07 14:54:03 - Tracking=1Z975F199014080603, SKU=840168705894, Status=Label printed successfully
2025-04-07 15:04:15 - Tracking=1Z975F199036648398, SKU=840168719624, Status=No print - logging only
2025-04-07 15:11:00 - Tracking=1Z87FE369094531051, SKU=840168711246, Status=Label printed successfully
